item_id_a,item_id_b,protein_name,protein_desc
CID000002083,9606.ENSP00000369643,GRPR,"Gastrin-releasing peptide receptor; Receptor for gastrin-releasing peptide (GRP). Signals via association with G proteins that activate a phosphatidylinositol-calcium second messenger system, resulting in Akt phosphorylation. Contributes to the regulation of food intake. Contributes to the perception of prurient stimuli and transmission of itch signals in the spinal cord that promote scratching behavior, but does not play a role in the perception of pain. Contributes primarily to nonhistaminergic itch sensation. Contributes to long-term fear memory, but not normal spatial memory (By si [...] "
CID000002083,9606.ENSP00000358967,OPN1LW,"Long-wave-sensitive opsin 1; Visual pigments are the light-absorbing molecules that mediate vision. They consist of an apoprotein, opsin, covalently linked to cis-retinal."
CID000002083,9606.ENSP00000350198,SSTR2,Somatostatin receptor type 2; Receptor for somatostatin-14 and -28. This receptor is coupled via pertussis toxin sensitive G proteins to inhibition of adenylyl cyclase. In addition it stimulates phosphotyrosine phosphatase and PLC via pertussis toxin insensitive as well as sensitive G proteins. Inhibits calcium entry by suppressing voltage-dependent calcium channels. Acts as the functionally dominant somatostatin receptor in pancreatic alpha- and beta-cells where it mediates the inhibitory effect of somatostatin-14 on hormone secretion. Inhibits cell growth through enhancement of MAPK1 [...] 
CID000002083,9606.ENSP00000480971,SSTR3,Somatostatin receptor type 3; Receptor for somatostatin-14 and -28. This receptor is coupled via pertussis toxin sensitive G proteins to inhibition of adenylyl cyclase.
CID000002083,9606.ENSP00000335158,GPR142,Probable G-protein coupled receptor 142; Orphan receptor.
CID000002083,9606.ENSP00000267377,SSTR1,Somatostatin receptor type 1; Receptor for somatostatin with higher affinity for somatostatin-14 than -28. This receptor is coupled via pertussis toxin sensitive G proteins to inhibition of adenylyl cyclase. In addition it stimulates phosphotyrosine phosphatase and Na(+)/H(+) exchanger via pertussis toxin insensitive G proteins.
CID000002083,9606.ENSP00000255008,SSTR4,"Somatostatin receptor type 4; Receptor for somatostatin-14. The activity of this receptor is mediated by G proteins which inhibits adenylyl cyclase. It is functionally coupled not only to inhibition of adenylate cyclase, but also to activation of both arachidonate release and mitogen-activated protein (MAP) kinase cascade. Mediates antiproliferative action of somatostatin in tumor cells."
CID000002083,9606.ENSP00000293897,SSTR5,Somatostatin receptor type 5; Receptor for somatostatin 28 and to a lesser extent for somatostatin-14. The activity of this receptor is mediated by G proteins which inhibit adenylyl cyclase. Increases cell growth inhibition activity of SSTR2 following heterodimerization.
CID000002083,9606.ENSP00000241256,GHSR,"Growth hormone secretagogue receptor type 1; Receptor for ghrelin, coupled to G-alpha-11 proteins. Stimulates growth hormone secretion. Binds also other growth hormone releasing peptides (GHRP) (e.g. Met-enkephalin and GHRP-6) as well as non-peptide, low molecular weight secretagogues (e.g. L-692,429, MK- 0677, adenosine)."
CID000002083,9606.ENSP00000480573,ADRA2B,"Alpha-2B adrenergic receptor; Alpha-2 adrenergic receptors mediate the catecholamine- induced inhibition of adenylate cyclase through the action of G proteins. The rank order of potency for agonists of this receptor is clonidine > norepinephrine > epinephrine = oxymetazoline > dopamine > p-tyramine = phenylephrine > serotonin > p-synephrine / p-octopamine. For antagonists, the rank order is yohimbine > chlorpromazine > phentolamine > mianserine > spiperone > prazosin > alprenolol > propanolol > pindolol; Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. [...] "
CID000002083,9606.ENSP00000280155,ADRA2A,"Alpha-2A adrenergic receptor; Alpha-2 adrenergic receptors mediate the catecholamine- induced inhibition of adenylate cyclase through the action of G proteins. The rank order of potency for agonists of this receptor is oxymetazoline > clonidine > epinephrine > norepinephrine > phenylephrine > dopamine > p-synephrine > p-tyramine > serotonin = p- octopamine. For antagonists, the rank order is yohimbine > phentolamine = mianserine > chlorpromazine = spiperone = prazosin > propanolol > alprenolol = pindolol."
CID000002083,9606.ENSP00000218721,MLNR,Motilin receptor; Receptor for motilin; Belongs to the G-protein coupled receptor 1 family.
CID000002083,9606.ENSP00000327417,GPR39,"G-protein coupled receptor 39; Zn(2+) acts as an agonist. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system. Its effect is mediated mainly through G(q)-alpha and G(12)/G(13) proteins. Involved in regulation of body weight, gastrointestinal mobility, hormone secretion and cell death (By similarity); Belongs to the G-protein coupled receptor 1 family."
CID000002083,9606.ENSP00000435534,CCKBR,"Gastrin/cholecystokinin type B receptor; Receptor for gastrin and cholecystokinin. The CCK-B receptors occur throughout the central nervous system where they modulate anxiety, analgesia, arousal, and neuroleptic activity. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family."
CID000002083,9606.ENSP00000295589,CCKAR,"Cholecystokinin receptor type A; Receptor for cholecystokinin. Mediates pancreatic growth and enzyme secretion, smooth muscle contraction of the gall bladder and stomach. Has a 1000-fold higher affinity for CCK rather than for gastrin. It modulates feeding and dopamine-induced behavior in the central and peripheral nervous system. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system."
CID000002083,9606.ENSP00000496396,AVPR2,Vasopressin V2 receptor; Receptor for arginine vasopressin. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. Involved in renal water reabsorption; Belongs to the G-protein coupled receptor 1 family. Vasopressin/oxytocin receptor subfamily.
CID000002083,9606.ENSP00000354652,NPY1R,"Neuropeptide Y receptor type 1; Receptor for neuropeptide Y and peptide YY. The rank order of affinity of this receptor for pancreatic polypeptides is NPY > [Pro-34] PYY, PYY and [Leu-31, Pro-34] NPY > NPY (2-36) > [Ile-31, Gln-34] PP and PYY (3-36) > PP > NPY free acid."
CID000002083,9606.ENSP00000299178,AVPR1A,"Vasopressin V1a receptor; Receptor for arginine vasopressin. The activity of this receptor is mediated by G proteins which activate a phosphatidyl- inositol-calcium second messenger system. Has been involved in social behaviors, including affiliation and attachment. Belongs to the G-protein coupled receptor 1 family. Vasopressin/oxytocin receptor subfamily."
CID000002083,9606.ENSP00000256906,HRH4,Histamine H4 receptor; The H4 subclass of histamine receptors could mediate the histamine signals in peripheral tissues. Displays a significant level of constitutive activity (spontaneous activity in the absence of agonist); Belongs to the G-protein coupled receptor 1 family.
CID000002083,9606.ENSP00000477548,HCRTR2,"Orexin receptor type 2; Nonselective, high-affinity receptor for both orexin-A and orexin-B neuropeptides. Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding."
CID000002083,9606.ENSP00000384387,HCRTR1,"Orexin receptor type 1; Moderately selective excitatory receptor for orexin-A and, with a lower affinity, for orexin-B neuropeptide. Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding."
CID000002083,9606.ENSP00000359532,NTSR1,Neurotensin receptor type 1; G-protein coupled receptor for the tridecapeptide neurotensin (NTS). Signaling is effected via G proteins that activate a phosphatidylinositol-calcium second messenger system. Signaling leads to the activation of downstream MAP kinases and protects cells against apoptosis.
CID000002083,9606.ENSP00000306129,DRD5,D(1B) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which activate adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000002083,9606.ENSP00000303424,PTGDR,"Prostaglandin D2 receptor; Receptor for prostaglandin D2 (PGD2). The activity of this receptor is mainly mediated by G(s) proteins that stimulate adenylate cyclase, resulting in an elevation of intracellular cAMP. A mobilization of calcium is also observed, but without formation of inositol 1,4,5-trisphosphate (By similarity)."
CID000002083,9606.ENSP00000468086,MC5R,"Melanocortin receptor 5; Receptor for MSH (alpha, beta and gamma) and ACTH. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. This receptor is a possible mediator of the immunomodulation properties of melanocortins; Belongs to the G-protein coupled receptor 1 family."
CID000002083,9606.ENSP00000299766,MC4R,"Melanocortin receptor 4; Receptor specific to the heptapeptide core common to adrenocorticotropic hormone and alpha-, beta-, and gamma-MSH. Plays a central role in energy homeostasis and somatic growth. This receptor is mediated by G proteins that stimulate adenylate cyclase (cAMP)."
CID000002083,9606.ENSP00000453076,GPR176,G-protein coupled receptor 176; Orphan receptor involved in normal circadian rhythm behavior. Acts through the G-protein subclass G(z)-alpha and has an agonist- independent basal activity to repress cAMP production.
CID000002083,9606.ENSP00000430711,TRHR,Thyrotropin-releasing hormone receptor; Receptor for thyrotropin-releasing hormone. This receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family.
CID000002083,9606.ENSP00000276218,GPR119,Glucose-dependent insulinotropic receptor; Receptor for the endogenous fatty-acid ethanolamide oleoylethanolamide (OEA) and lysophosphatidylcholine (LPC). Functions as a glucose-dependent insulinotropic receptor. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. Seems to act through a G(s) mediated pathway.
CID000002083,9606.ENSP00000368766,ADRA1D,Alpha-1D adrenergic receptor; This alpha-adrenergic receptor mediates its effect through the influx of extracellular calcium; Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA1D sub-subfamily.
CID000002083,9606.ENSP00000306662,ADRA1B,Alpha-1B adrenergic receptor; This alpha-adrenergic receptor mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system. Its effect is mediated by G(q) and G(11) proteins. Nuclear ADRA1A-ADRA1B heterooligomers regulate phenylephrine (PE)-stimulated ERK signaling in cardiac myocytes. Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA1B sub-subfamily.
